 Jan 31st 2019 	 Puerto Rico’s biggest bank came out of Hurricane Maria stronger 	['', 'PUERTO RICO was never the most financially stable of places. After years of trouble its government defaulted in 2016. Then, in 2017, Hurricane Maria roared in. The island took close to a year to restore electricity fully, and financial restructuring continues. Manufacturers decamped during the power cuts; many did not return. Banco Popular, the biggest financial institution, which had already been buffeted by a wave of bad loans, was hit by another. Its failure would have been no surprise.']
 Jan 31st 2019 	 Conflicts in the credit-derivatives market threaten to undermine it 	['SHAKESPEARE WAS a fan of the quibble. His plots often hinge on the gap between word and intended meaning. Macbeth was supposed to be invincible because he could be harmed by “none of woman born”—but his killer, Macduff, was delivered by Caesarean section. In “The Merchant of Venice” Portia saves Antonio by arguing that though he agreed to forfeit a pound of flesh to Shylock if he defaulted on a loan, he did not agree to lose blood.', 'Traders in credit-derivative markets are keen on quibbles, too. Credit-default swaps (CDSs) are insurance-like derivatives designed to compensate lenders when a company goes bust. A simple enough aim, you might think, but there are plenty of devilish details. A company can go bust in many ways: it can close and have its assets sold off, or restructure its debt and keep operating. And CDS contracts pay out the difference between a bond’s face value and the price of the cheapest bond available, even though the underlying characteristics of a company’s various bonds can differ widely.']
 Jan 31st 2019 	 Illicit financial flows are hard to stop 	['WHEN FOREIGN aid enters developing countries, it is welcomed with handshakes and ribbon-cutting. Private money, by contrast, is sometimes smuggled across borders or siphoned into offshore bank accounts. Everyone agrees that such “illicit financial flows” are a problem. A report published on January 28th by Global Financial Integrity (GFI), a campaign group, estimates that illicit flows to and from developing countries are worth more than a fifth of their total trade with the rich world.', 'Governments have pledged to plug the leaks, including as part of the UN’s Sustainable Development Goals. If only they could reach agreement on what they are talking about. A few rich countries, notably America, complain that illicit flows are not properly defined. Statisticians are still puzzling over how they can be accurately measured.']
 Jan 31st 2019 	 Hyperinflations can end quickly, given the right sort of regime change 	['BANKNOTES USED as toilet paper. Wheelbarrows of cash exchanged for a loaf of bread. Prices in supermarkets revised upwards each hour. These vignettes of hyperinflation would be funny if they did not cause such hardship. This is now Venezuela’s situation, in what may be the final days of the ill-starred regime of Nicolás Maduro. An estimate by Steve Hanke of Johns Hopkins University put the country’s inflation rate last year at 100,000%, with prices doubling roughly once a month. The IMF reckons that in 2019 it may reach 10,000,000%.', 'Hyperinflations are not an exclusively modern problem. Rome suffered one under the emperor Diocletian. But the spread of fiat currencies, backed by the credibility of a government rather than a physical commodity such as gold, has made them more common. They came in devastating bursts over the past century: in the aftermath of the first and second world wars, during the post-Soviet transition from communism to capitalism, and more recently in misgoverned poor countries, mostly in Africa and Latin America. They are not cases of garden-variety inflation run amok. Rather, they demonstrate a catastrophic breakdown in a state’s capacity to govern. In a narrow sense, they are a monetary phenomenon, with printing presses running nonstop. Yet the important question for economists, and for those trying to end them, is why the presses ran out of control in the first place.']
 Jan 31st 2019 	 A new initiative aims to modernise global trading rules 	['“SATISFACTION GUARANTEED!” promises the seller of “The Law and Policy of the World Trade Organisation” (WTO). The magic of e-commerce means that the doorstopper can be exported from America to Tajikistan for a cool $35.95 (plus shipping). A new initiative on digital trade at the WTO strives to add to the laws and policies described within its pages. But far from increasing general satisfaction, this plan is controversial.', 'At first glance, it is hard to see why. On January 25th representatives of 76 WTO members gathered at the annual shindig in Davos announced plans to negotiate new rules covering “trade-related aspects of electronic commerce”. Compared with the trade talks between America and China that restarted this week in Washington, this venture seems positively collegial. It makes sense: trade rules were written when cloud computing was the stuff of science fiction. What better way to demonstrate the value of the WTO, just as President Donald Trump is busy undermining it?']
 Jan 24th 2019 	 The market for cyber-insurance is growing 	['', 'IT SOUNDS AS if it was named by a seven-year-old boy and looks like a film set. Housed in a sleek black truck, IBM’s “X-Force Command Cyber Tactical Operations Centre” travels from city to city, simulating the experience of falling victim to a cyber-attack. Rows of desks sport monitors and keyboards in a room dominated by three giant video-screens. A control room houses server equipment that allows IBM’s staff to simulate a corporate network—and then throw all manner of digital mischief at it. Teenagers “understand what’s going on straight away”, says Caleb Barlow, who runs the show. Board members at big companies enjoy a visit, too: “It’s so different from what they usually do.”']
 Jan 24th 2019 	 Investors fear that the unwinding of QE is causing market turbulence 	['', 'AS DULL AS “watching paint dry”. That was how Janet Yellen, the former head of the Federal Reserve, described plans for a gradual unwinding of its $4.5trn balance-sheet announced in September 2017. The Fed’s stock of assets had swelled during the previous decade as it engaged in “quantitative easing” (QE), seeking to ease the pernicious effects of the global financial crisis. Now that the economy had recovered, it planned to shrink its balance-sheet again.']
 Jan 24th 2019 	 Cleaning up Italy’s banks is proving slow and painful 	['', '“THE BOILS that had to burst have burst,” says Mario Deaglio, an economist at the University of Turin, of Italy’s banks. The latest carbuncle to come to a head is Banca Carige, which was put into temporary administration by the European Central Bank (ECB) on January 2nd—the first time the euro-zone regulator has exercised this power. The move followed a shareholders’ meeting in December that failed to approve the first tranche of a €400m ($455m) capital increase.']
 Jan 24th 2019 	 Efforts to fix the market in auditing rumble on 	['', 'AUDITORS ARE supposed to provide an independent view of company accounts. But regulators fear that the relationship between auditors and those they audit can become too cosy—which is why the European Union has decided that, from 2020, companies will have to switch auditor at least once every 20 years. Last week the Financial Reporting Council (FRC), a British regulator, sent a letter to audit firms warning them away from “rotation in form but not in substance”.']
 Jan 24th 2019 	 Australia has dodged many banana skins. Is it about to come a cropper? 	['', 'THERE ARE two ways to film the banana-skin joke, said Charlie Chaplin. The first begins with a wide shot of a man walking down Fifth Avenue. Cut to the banana skin on the pavement. Go to a close-up as foot meets peel. Then pan out to reveal the man landing on his backside. Ha ha ha. The second version is like the first except in this one the man spots the banana skin and carefully sidesteps it. Blind to other hazards, he smiles to the camera—and immediately falls down an open manhole.']
 Jan 24th 2019 	 Monetary policy in Africa has become more orthodox 	['', 'FOR MORE\xa0than a month protesters in Sudan have defied tear-gas and bullets to demand the resignation of Omar al-Bashir, the president. The unrest began with demonstrations against soaring food prices; inflation is above 70%. There is turbulence, too, in Zimbabwe, where the central bank’s “bond notes”, a kind of local dollar, are reviving memories of hyperinflation. Protests broke out on January 14th after the government raised fuel prices. The crackdown was lethal and swift.']
 Jan 24th 2019 	 Headlines about China’s weak growth are somewhat misleading 	['AMERICA’S PRESIDENT\xa0knows a catchy number when he sees one. Like much of the world’s media, Donald Trump tweeted this week that China’s growth in 2018 was its slowest in nearly three decades. This, he said, ought to compel it to make a “Real Deal” on trade with America. China’s growth of 6.6% last year was indeed the weakest since 1990, and the country does want to end the trade war. But a closer look at the data shows why its leaders are less panicked than Mr Trump might think.', 'First, the sheer size of its economy means that China’s growth last year generated a record amount of new production. Nominal\xa0GDP\xa0increased by 8trn yuan ($1.2trn), well above the 5.1trn yuan added in 2007, when it notched up 14.2%, its fastest growth in recent decades. The point is simple: China is now growing from a much larger base. But this was overlooked in the flurry of headlines about its slowdown.']
 Jan 24th 2019 	 LIBOR’s administrator proposes an alternative to the doomed rate 	['', 'IN THE FINANCIAL world, LIBOR is a staggeringly important number. The London Interbank Offered Rate—supposedly the rate at which banks can borrow unsecured from one another—is the benchmark for interest rates on around $260trn-worth of derivatives, loans and more. Over $200trn-worth is in dollars. But the number’s number is up. An ever-thinner underlying market and a rate-fixing scandal have prompted regulators to seek replacements. Britain’s Financial Conduct Authority has told banks that they need no longer supply estimates of their borrowing costs, on which LIBOR is based, after the end of 2021. Regulators everywhere would like markets to switch to overnight interest rates.']
 Jan 24th 2019 	 The euro area is back on the brink of recession 	['', 'IT BEGAN AS\xa0a joke: the Twitter hashtag #euroboom tacked on to news of any sign, no matter how faint, of a euro-area recovery. By 2017, when French, German and even Spanish\xa0GDP\xa0grew by more than 2%, it seemed to describe a real phenomenon. Alas, all too quickly #euroboom has turned to #eurogloom.\xa0GDP\xa0data scheduled for release later this month are likely to confirm that in the final three months of 2018 Italy’s economy contracted for a second consecutive quarter, satisfying one of the technical definitions of a recession. Germany appears to have escaped recession, but only just. The euro area, formed in January 1999, may pass its anniversary on the brink of another downturn.']
 Jan 21st 2019 	 Remembering John Bogle, patron saint of the amateur investor 	['IN DECEMBER 2009 Paul Volcker, a revered former chairman of the Federal Reserve, took part in a conference on the future of finance. America was plunging to its worst recession since the 1930s, taken to the brink of disaster by the products dreamed up by Wall Street alchemists. To underline his argument, Mr Volcker made a bold claim. The most useful financial innovation—indeed the only beneficial one—of recent decades, he said, had been the ATM.', 'Mr Volcker is right about many things, but wrong about this one. The prize must go to the index fund, pioneered in the mid-1970s by John Bogle, who died last week aged 89. The idea behind it was simple: a mutual fund that mimicked the S&P 500 index of leading American stocks. An index fund holds stocks in exact proportion to their importance (measured by their market capitalisation) to the overall stockmarket. Because such a fund owns all the stocks in the index, it is diversified: it is not overly exposed to the risk that a single firm, or group of firms, would fail. Above all, an index fund is cheap to run. It has no need to employ expensive stockpickers. Turnover costs are trivial. You only buy a stock when it joins the index, and sell it when it leaves. Otherwise you just hold the index.']
 Jan 17th 2019 	 Canada’s vast pension fund is gaining even more financial clout 	['', 'TWICE A WEEK the Canada Pension Plan Investment Board (CPPIB), which manages pensions for 20m of Canada’s citizens, holds meetings to approve or reject investments above C$500m ($375m). Agenda items are plentiful. Since 2017 the board has sanctioned investments in, among other things, toll roads in Mexico and Australia; rental housing in China; shale assets in Ohio; solar and wind assets in India and America; and big chunks of Endeavor, a Beverly Hills talent agency, and Ant Financial, a Chinese financial giant.']
 Jan 17th 2019 	 Andrea Orcel’s move from UBS to Santander falls through 	['', 'IN ONE LUDICROUSLY well-paid profession, January is a month for big-money moves. Stars grin for the cameras, are lauded by their new bosses and gush about their future teammates. Sometimes deals collapse at the last minute—occasionally, embarrassingly, in public. So much for football, where such pratfalls are merely part of the show. But not, surely, at Spanish banking’s equivalent of Real Madrid?']
 Jan 19th 2019 	 The view from a long-standing stockmarket bear 	['', 'IN UNCERTAIN TIMES Albert Edwards is someone you can rely on. For more than two decades, latterly as global strategist at Société Générale, he has been a steadfast prophet of gloom. As he stood to address the 400 or so investors gathered at his annual conference (or “bear-fest”) in London this week, he made a typically confident forecast. “We work at a French bank,” he said. “So we’ll be sure to get you away by five o’clock.”']
 Jan 17th 2019 	 The big beasts of American banking rumble on 	['', 'AMERICA’S BANKS ended 2018 as stockmarket pariahs. For a year or more after Donald Trump was elected president, their shares had been borne aloft by looser regulation, tax cuts and rising interest rates. But investors began to fret that those forces were fading, the long economic expansion would soon end and banks’ profitability was therefore at its peak. In the last four months of last year some lenders’ stocks dropped by 20%-plus, far more than the S&P 500’s 13.6%. The result was “recession prices without a recession”, according to Mike Mayo, an analyst at Wells Fargo.']
 Jan 17th 2019 	 Europe’s safest funds lose a tool to cope with negative interest rates 	['', 'JANUARY 21ST should have been a momentous day for the European Union’s money markets. A package of reforms five years in the making, designed to make the bloc’s safest funds even safer, was due to kick in. Blue-chip firms like BlackRock and Morgan Stanley, anxious to meet the deadline, planned to switch their funds to compliant structures a week early. Yet on January 11th regulators announced a surprise delay. Money-market managers, which together oversee €1.3trn ($1trn), now have until March to put their houses in order. The delay stems from a row between national regulators over whether managers should ditch the “share-cancellation mechanism”(SCM), a tool that helps them deal with negative interest rates.']
 Jan 17th 2019 	 As China’s debt soars, the market for buying bad loans revs up 	['', 'FOR MANY investors, debt in China is something to fear, a shadow over the world economy. But for a different breed, it looks more like a terrain of untapped profits. This dichotomy has been sharpened by a run of weak data in recent days. Worries about a sharp slowdown in China have rattled global markets. But for the opportunists, it is a time of plenty—a chance to snag assets from banks at a discount.']
 Jan 17th 2019 	 New data suggest the euro-zone economy is slowing 	['', 'EVEN AS the European Central Bank (ECB) halts stimulus, it looks as if the economy needs revving up again. In December the bank said it would stop expanding its €2.6trn ($3trn) bond-buying scheme. But on the same day it trimmed its forecasts of economic growth and warned that “the balance of risks is moving to the downside”. Its warnings have now materialised. Several measures of economic activity in the euro zone have disappointed in recent weeks. The much-touted “euroboom” that began in 2017 has run its course.']
 Jan 17th 2019 	 Economists reconsider how much governments can borrow 	['IN THE LAST three months of 2018 America’s federal government borrowed $317bn, or about 6% of quarterly GDP. The deficit was 1.5 percentage points higher than in the same quarter the year earlier, despite the fact that the unemployment rate fell below 4% in the intervening period. In cash terms America borrowed in a single quarter as much as it did in all of 2006, towards the peak of the previous economic cycle.', 'Such figures might once have sent the country’s deficit scolds into conniptions. But scolds are in short supply, at least within the halls of Congress. Republicans were the architects of President Donald Trump’s budget-busting tax plan. Some Democrats are less content than ever to tie their hands with the fiscal rules that Republicans routinely flout. Early this year progressive Democrats urged Nancy Pelosi, the speaker of the House of Representatives, to abandon “PAYGO” rules, which require that new spending be paid for with matching tax increases or offsetting spending cuts.']
 Jan 17th 2019 	 The Central Bank of Russia shifts its reserves away from the dollar 	['CENTRAL BANKS weigh a host of factors—such as stability, liquidity and returns—when managing their foreign reserves. Most opt to hold dollars: according to the IMF, the dollar accounts for 62% of global foreign-exchange reserves. The Central Bank of Russia (CBR), though, must also consider geopolitics.', 'On January 9th it revealed that it had dumped $101bn in dollar reserves last spring, shifting instead to euro and yuan holdings. The dollar had accounted for nearly half of its $430bn of reserves at the end of 2017 (see chart). Six months later only 22% of reserves were held in dollars, at least half of which were held outside America. Strikingly, yuan holdings jumped to nearly 15%, a share ten times the average for global central banks, and a reflection of China’s growing importance for Russia’s economy.']
 Jan 10th 2019 	 For emerging markets, a more fearful Fed is a less frightful one 	['', 'SPARE A THOUGHT for emerging markets. When America’s economy falters, they often share the pain, because America is an indispensable market for their goods. But when America’s economy prospers, they can also suffer, because the Federal Reserve will raise interest rates, lessening demand for emerging-market assets.']
 Jan 10th 2019 	 How economics is trying to fix its gender problem 	['', 'FEMALE ECONOMISTS are rare. So every year, after the meeting of the American Economic Association (AEA), a group flock together. On January 6th, before the junior women seeking mentoring arrived, their seniors were asked to keep the tone positive, and to save discussion of their worst experiences of sexism for later, in the bar. What followed included inspiration (when submitting papers, aim high) and tips on how to get published, get tenure and work out who is likely to help your career.']
 Jan 10th 2019 	 For emerging markets, a more fearful Fed is a less frightful one 	['', 'SPARE A THOUGHT for emerging markets. When America’s economy falters, they often share the pain, because America is an indispensable market for their goods. But when America’s economy prospers, they can also suffer, because the Federal Reserve will raise interest rates, lessening demand for emerging-market assets.']
 Jan 10th 2019 	 The World Bank’s president resigns abruptly 	['', 'BARACK OBAMA’S nomination of Jim Yong Kim as president of the World Bank was unexpected in Washington, DC, where the trained physician was little known. His imminent departure also comes as a surprise. Mr Kim said on January 7th that he would step down next month, three years before his second term ends, to take up a position at Global Infrastructure Partners (GIP), a private-equity firm in New York.']
 Jan 10th 2019 	 The slow-burning effects of Europe’s new data rules 	['', 'FEW EXPECTED an overnight sensation. Still, January 13th 2018 was supposed to mark a big step towards exposing the European Union’s banking systems to digital competition. The EU’s revised payment services directive (PSD2) came into effect; so did a British variant, Open Banking, the fruit of an investigation by the national competition watchdog. A year on, there is little sign of a stampede to switch banks. Yet progress is quietly being made.']
 Jan 10th 2019 	 The fate of the dollar will shape financial markets in 2019 	['', 'OVER THE\xa0holidays those who like their Christmas films free of seasonal cheer may have fixed on “The Lion in Winter”, with Peter O’Toole as Henry II and Katharine Hepburn as Eleanor, his estranged wife. Henry decides that none of his sons by Eleanor is a suitable heir and condemns them to death. Locked in a cellar as his father approaches, Richard resolves not to cower. “As if the way one falls down mattered,” mocks one of his brothers. “When the fall is all that is,” replies Richard, “it matters”.']
 Jan 10th 2019 	 The outlook is dim for Americans without college degrees 	['AMERICA’S AGEING\xa0economic boom can still produce pleasant surprises. Companies added an astonishing 312,000 new jobs in December, the Bureau of Labour Statistics reported on January 4th, and raised pay at the fastest clip in years. For the third of working-age Americans without any college education, such spells of rapid income growth have been exceedingly rare, not only since the financial crisis but in the past half-century. But however long this expansion lasts, their economic prospects still look grim.', 'The misfortunes of the left-behind were a recurring topic at this year’s meeting, in Atlanta, of the American Economic Association, one of the biggest annual convocations of economists. David Autor of the Massachusetts Institute of Technology offered the most pointed characterisation, drawing on forthcoming research co-written with Juliette Fournier, also of\xa0MIT. The earnings of workers without a college education have scarcely risen in 50 years, after adjusting for inflation; for men they have fallen. This stagnation coincided with tectonic changes in American employment. The share of jobs that require either a lot of training, or very little, has grown since 1970. Much of the production and office work that requires moderate training, which once employed vast numbers of workers without college degrees, has disappeared, either shipped abroad or offloaded on robots and computers. The resulting hardship has been implicated in a rise in mortality in parts of America and the turn toward angry nationalism that helped put Donald Trump in the White House.']
 Jan 7th 2019 	 What causes a flash crash? 	['\xa0', 'MOST REGULAR flyers will have experienced an “air pocket”, when their plane hits turbulence and suddenly dips, with unwelcome effects on their heart rate and digestive processes. In financial markets these have become known as “flash crashes” after a particularly volatile day for stockmarkets in May 2010.']
 Jan 3rd 2019 	 Investors’ appetite for transport infrastructure remains undiminished 	['', 'STARTING ON December 19th, as Gatwick airport prepared to disclose a change of ownership, suspected drone sightings forced it to close its runway for a total of 36 hours. Passengers were delayed; so was the announcement. Only a week later could Britain’s second-busiest hub reveal it had been sold to Vinci, a French transport group, in a deal valuing it at £8.3bn ($10.5bn). The previous owners, including Global Infrastructure Partners (GIP), an American fund manager, will keep 49.99%.']
 Jan 5th 2019 	 The EU’s unbundling directive is reinforcing the power of scale 	['', 'A NEW YEAR often begins with a headache. For asset managers and brokers, last year’s pain was intensified by the European Union’s revised Markets in Financial Instruments Directive (MiFID 2), which came into force on January 3rd 2018. Among other things MiFID 2 obliged fund managers (the “buy side”, in industry argot) to pay brokers (the “sell side”) separately for investment research, rather than receive it bundled with trading services.']
 Jan 5th 2019 	 Returns on stocks in 2018 were down across the board 	['', 'ONE DAY in 1985 P. J. O’Rourke, an American humourist, invited a few friends to his home to take ecstasy. He wrote about the experience for Rolling Stone. For a veteran of the Age of Aquarius, the side-effects of recreational drugs—the frequent toilet trips; the grimy feeling on the skin; the fitful sleep later on—were familiar. It was all rather underwhelming. “Drugs are a one-man birthday party,” he explained. “You don’t get any presents you didn’t bring.”']
 Jan 3rd 2019 	 Amateur buyers of fine Burgundy fear a speculative bubble 	['', 'EVERY YEAR Berry Bros & Rudd, Britain’s oldest wine merchant, issues a pocket-sized price list. Reading old copies makes amateurs of quality quaff want to time-travel. In 1909 a case of 12 bottles of Domaine de la Romanée-Conti 1891, Burgundy’s most famous Grand Cru, cost 180 shillings (about £1,000, or $1,300, in today’s money). In its historic London store, which opened in 1698, a single 18-year-old bottle of similar quality now sells for £25,000.']
 Jan 5th 2019 	 What the market turmoil means for 2019 	['', 'AFTER A ROTTEN October and limp November, the S&P 500 tumbled in value by 15% between November 30th and December 24th. Despite an astonishing bounce of 5% the day after Christmas, the index finished the year 6% below where it started (see chart). The first trading day of 2019 extended the market wobble, with stocks closing down in Asia and gyrating in Europe. After markets closed in America, Apple warned that a sharp slowdown in China’s economy, and weak sales in other emerging markets, meant revenues in the fourth quarter would undershoot expectations by up to 10%. Coming a day after news that China’s manufacturing sector contracted in December, that spooked investors globally. S&P 500 futures dipped before Wall Street re-opened on January 3rd.']
 Jan 3rd 2019 	 A profit warning from Apple jolts markets 	['INVESTORS WERE skittish as 2018 drew to a close, fretting about global economic prospects. Fears about a slowdown in China have swirled in recent weeks: the pace of GDP growth fell over the course of 2018, as did retail and vehicle sales. The purchasing managers’ index survey, released on January 2nd, suggested that manufacturing activity in China had contracted in December.', 'Later that day Apple said it was revising down its earnings expectations in the fourth quarter of 2018, largely because of lower sales and signs of economic weakness in China. The news rapidly infected financial markets. Apple’s share price fell by around 7% in after-hours trading and the decline was extended to more than 10% when the market opened. The dollar fell by 3.7% against the yen in a matter of minutes after the announcement, before rapidly recovering some ground. Asian stockmarkets closed down on January 3rd and European ones opened lower. Yields on government bonds fell as investors fled to the traditional haven in a market storm.']
 Jan 3rd 2019 	 The Trump administration is weakening the global trading system 	['', '“SEEING POSSIBILITIES\xa0in potatoes” is the upbeat slogan of Lamb Weston Potato Products, Inc., an American exporter. But new trade deals mean that its foreign competitors have fewer obstacles blocking their view. One is the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP), which came into effect on December 30th. Negotiated as the\xa0TPP\xa0between 12 countries and agreed between 11, after President Donald Trump pulled America out, the deal will phase out tariffs on frozen potato chips and mashed potato, benefiting Lamb Weston’s Canadian rivals. And another trade deal, between the European Union and Japan, to be implemented on February 1st, will do the same for its European ones.']
 Dec 18th 2018 	 Transparency threatens Isle of Man insurers’ business model 	['', 'THE SEASIDE promenade in Douglas, on the Isle of Man, a self-governing British Crown dependency, boasts grand Victorian buildings and a horse-drawn tram. Once they helped it to compete with the likes of Llandudno and Blackpool for the tourist masses of England’s north-west. When cheap air travel meant these holiday towns were abandoned, most fell into disrepair. But Douglas reinvented itself as an offshore financial centre. Today finance provides over a third of the island’s GDP, of which around half is from insurance. Now new transparency rules put that at risk.']
 Dec 22nd 2018 	 Why Americans and Britons work such long hours 	['THE YEAR ahead will, like every year, consist of just under 8,800 hours. Most people will spend about a third of that time sleeping, and another third or so arguing on social media. Much of the remainder will be spent at work. There is increased interest in corners of the political world in trying to reduce the amount of time people must spend on the job. The Labour Party in Britain has said it will consider introducing a four-day work week when it is next in power. Figures on the American left are similarly intrigued by the idea. To assess whether such moves to reduce working time have any merit first requires an understanding of why hours in those countries have not fallen more already.', 'Declines in hours worked per person are among the least-sung benefits of economic development. In the late 19th century workers in industrialised economies knew labour and little else. In 1870 full-time work generally meant between 60 and 70 hours of labour per week, or more than 3,000 hours per year. Over the century that followed rising incomes were accompanied by a steady drop in weekly hours, which had fallen to about 40, on average, by 1970. Though less conspicuous a boon than larger pay packets or higher living standards, the drop was a gift to working people of a thousand or so precious hours of free time each year.']
 Dec 18th 2018 	 Why foreign investors are losing interest in India 	['', 'IT WOULD BE wrong to say that the only people who attended English county cricket in the 1980s were scoreboard enthusiasts, old men with flasks of cold tea and red-faced types there for the all-day bar. A few oddballs went to watch the cricket. A big draw was Graeme Hick, a Zimbabwe-born batsman and a relentless runmaker for Worcestershire. He eventually qualified to play for England in 1991. In front of bigger crowds and faster bowling, he could not reproduce his blistering county form.']
 Dec 18th 2018 	 China scrambles to sustain its trade truce with America 	['', 'THEIR WORDS were guarded, their tone sober. At a Politburo meeting to discuss economic plans for 2019, China’s top leaders agreed that they should be ready for problems and must, above all, maintain domestic stability. It was a striking contrast with the same meeting a year earlier. Then the Politburo oozed confidence, concluding that China was the world’s economic engine, with a new level of power.']
 Dec 13th 2018 	 Jair Bolsonaro must tackle Brazil’s soaring pensions spending 	['', '“WE CAN’T SAVE Brazil by killing old people,” says Jair Bolsonaro, Brazil’s next president. He is referring to the country’s main public-policy problem: a bill for pensions that eats up more than half of the federal budget and is growing at a rate four percentage points above inflation. He is not the only person in the incoming administration to have expressed ambivalence and a lack of urgency about reining the spending in. “We have four years to do it,”\xa0says Onyx Lorenzoni, his chief of staff.']
 Dec 15th 2018 	 The lives of the parties 	['THE NOTION that China’s economy, though nominally communist, resembles that of the Soviet Union seems on its face absurd. The fall of the Iron Curtain revealed a rusted shell of a country, incapable of manufacturing goods the West might want. China is the world’s biggest exporter; its cities are jammed with gleaming skyscrapers. Soviet citizens went without consumer luxuries or bought them dearly on the black market. China’s growing middle class can choose from scores of designer brands at the local mall.', "Upgrade your inbox and get our Daily Dispatch and Editor's Picks."]
 Dec 15th 2018 	 Mauricio Macri hopes for a recovery in time for the next presidential election 	['', 'ARGENTINA IS FAMED as much for its financial crashes as for its juicy steaks and nifty footballers. But even compared with its usual performance, 2018 was a particularly miserable year for the economy. The worst drought in 50 years wrecked the corn and soyabean harvests, knocking 2% off GDP. The peso lost half its value against the dollar, pushing inflation to 46%. That tipped the country into its second recession in three years and led to a crisis that forced it to seek one of the largest credit lines in the IMF’s history. The approval rating of Mauricio Macri, the president, is at an all-time low. But as the year ends, there are reasons to hope that 2019 will be better.']
 Dec 13th 2018 	 The perils of trying to time the market 	['', 'JESSE LIVERMORE earned his reputation as a talented speculator by pocketing a tidy sum during the Panic of 1907. Mindful that a scarcity of credit and a giddy stockmarket were a dangerous mix, he began to sell stocks short that autumn. When share prices crashed on October 24th, Livermore was up by $1m ($27m in today’s money). He then changed course. He started to buy stocks, which were now a lot cheaper. The market rallied. By the end of the year Livermore had made $3m.']
 Dec 13th 2018 	 In Africa, agricultural insurance often falls on stony ground 	['', 'JACKSON LEWANGU looks up at the clouds scudding above the dry plains of northern Kenya. And, somewhere higher still, a satellite looks down on him. Since 2012 Mr Lewangu, who keeps goats and cattle, has bought insurance designed by the International Livestock Research Institute, based in Nairobi. The satellite monitors vegetation; when it is unusually scarce, he gets a payout. He can then buy food for his animals or pay a rancher for access to grazing land, without which his cows would die.']
 Dec 13th 2018 	 Urjit Patel, the head of the Reserve Bank of India, resigns 	['', 'LAST MONTH Viral Acharya, a deputy governor of the Reserve Bank of India (RBI), suggested in a speech that the Indian government was risking “economic fire” by meddling with the bank. If he was right, on December 10th the last chance of dousing the flames may have been missed. Urjit Patel, the RBI’s governor, abruptly resigned, citing “personal reasons”. He has been replaced by Shaktikanta Das, a career civil servant who is thought to be an ally of Narendra Modi, the prime minister. The rupee dropped by 1.8% against the dollar on the news.']
 Dec 13th 2018 	 Price guarantees are common at art auctions 	['', '“LADIES AND gentlemen”—the auctioneer scans the room one last time—“the Hockney is sold!” The hammer comes down at $90.3m (including fees). Last month a pool scene by David Hockney, a British painter (pictured), set a new auction record for a work by a living artist. What made it an even bigger splash was that it was sold “naked”: that is, without a minimum price or sale guarantee. It may be one of the last great auction nudes.']
 Dec 14th 2018 	 Seeking lessons from China’s long economic boom 	['THAT CHINA has had decades of stellar growth is beyond doubt. More controversial is what can be learned from it. Does China prove that the basic tenets of developmental economics are right? Or does it argue for an overhaul? These questions brought together an august group of Chinese and foreign economists on December 9th in Beijing. They debated a new report that distils China’s experience into a handful of lessons which, the authors argue, belong in textbooks. But judging from the reaction, publishers will not be rushing to pulp current editions just yet.', 'The exercise, held at Tsinghua University, was a reflection on the start four decades ago of China’s “reform and opening” period, the rebirth of the economy following Mao’s disastrous rule. The anniversary is intensely political. Yet it is also a good moment to ask how China has done so well. Forty years ago, it had a 2% share of global GDP in terms of purchasing-power parity; now it has more than 18%.']
 Dec 13th 2018 	 The ECB halts quantitative easing 	['\xa0', 'THE EUROPEAN CENTRAL BANK’S confirmation today that it would halt quantitative easing (QE) at the end of this month was, in a triumph for rate-setters’ communication, both momentous and almost unremarkable. A bond-buying spree that has pumped €2.6trn ($3trn) of stimulus into the economy for nearly four years now draws to a close.']
 Dec 13th 2018 	 Trade war has given agricultural merchants a boost 	['', 'ON DECEMBER 10TH Bunge, an American agribusiness giant, announced plans to replace both its chairman and its\xa0CEO. The move may seem ungrateful: the company’s profits surpassed analysts’ expectations in the most recent quarter, marking a turn after a string of bad years. But industry insiders were unsurprised. Despite cost-cutting and divestments, Bunge’s share price is 28% below its February peak, even after a 3% jump when the reshuffle became public. Its travails are a sign of changing times for soft-commodity traders.']
 Dec 10th 2018 	 Urjit Patel, the head of the Reserve Bank of India, resigns 	['A LITTLE LIKE buses, resignations rarely come when they should. On November 19th, when the board of the Reserve Bank of India (RBI) met in Mumbai, dozens of journalists camped out to await the scheduled explosion. For weeks the press had been full of stories about the widening gulf between the central government and the RBI. Instead, they got a damp statement promising to find a solution. Calm was restored.', 'It could not last. On December 10th, Urjit Patel, the bank’s governor, announced his resignation, citing “personal reasons”. This time few expected it, though with the bank’s next board meeting on December 14th, it should perhaps have been predictable. In recent months, RBI board meetings—which used to pass almost unnoticed—have become day-long battles. Board members friendly to the central government, in particular Swaminathan Gurumurthy, a firebrand Hindu nationalist journalist appointed in August, have used their roles to argue for changes to RBI policy. Mr Patel fought back. In late October, the argument spilled into the open as Viral Acharya, one of the RBI’s deputy governors, gave a speech denouncing interference with central bank independence.']
